X,Y,Z,dx,dy,dz,Au_gpt,Cu_pct,density,LITO
620035,7780015,417.5,10,10,5,0.159,0.023,2.504,WASTE
620045,7780015,417.5,10,10,5,0.258,0.024,2.621,SHALE
620055,7780015,417.5,10,10,5,0.386,0.035,2.599,SHALE
620065,7780015,417.5,10,10,5,0.171,0.015,2.660,WASTE
620075,7780015,417.5,10,10,5,0.253,0.021,2.549,WASTE
620085,7780015,417.5,10,10,5,0.674,0.011,2.539,WASTE
620095,7780015,417.5,10,10,5,0.262,0.026,2.628,WASTE
620105,7780015,417.5,10,10,5,1.094,0.076,2.622,BIF
620115,7780015,417.5,10,10,5,0.240,0.038,2.568,SHALE
620125,7780015,417.5,10,10,5,0.224,0.044,2.639,SHALE
620135,7780015,417.5,10,10,5,0.202,0.036,2.562,SHALE
620145,7780015,417.5,10,10,5,0.149,0.012,2.590,WASTE
620155,7780015,417.5,10,10,5,0.154,0.023,2.575,WASTE
620165,7780015,417.5,10,10,5,0.286,0.025,2.505,SHALE
620175,7780015,417.5,10,10,5,0.059,0.030,2.579,SHALE
620185,7780015,417.5,10,10,5,0.115,0.013,2.561,WASTE
620195,7780015,417.5,10,10,5,0.089,0.012,2.585,SHALE
620005,7780025,417.5,10,10,5,0.101,0.029,2.663,WASTE
620015,7780025,417.5,10,10,5,0.223,0.026,2.525,SHALE
620025,7780025,417.5,10,10,5,0.226,0.019,2.510,SHALE
620035,7780025,417.5,10,10,5,0.295,0.018,2.572,WASTE
620045,7780025,417.5,10,10,5,0.397,0.056,2.536,SHALE
620055,7780025,417.5,10,10,5,0.370,0.038,2.626,SHALE
620065,7780025,417.5,10,10,5,0.781,0.074,2.662,WASTE
620075,7780025,417.5,10,10,5,0.514,0.053,2.671,WASTE
620085,7780025,417.5,10,10,5,0.251,0.062,2.492,SHALE
620095,7780025,417.5,10,10,5,0.806,0.036,2.549,WASTE
620105,7780025,417.5,10,10,5,0.350,0.041,2.590,WASTE
620115,7780025,417.5,10,10,5,0.311,0.025,2.574,SHALE
620125,7780025,417.5,10,10,5,0.551,0.032,2.671,WASTE
620135,7780025,417.5,10,10,5,1.273,0.017,2.517,BIF
620145,7780025,417.5,10,10,5,0.214,0.012,2.598,SHALE
620155,7780025,417.5,10,10,5,0.275,0.011,2.483,WASTE
620165,7780025,417.5,10,10,5,0.132,0.014,2.516,SHALE
620175,7780025,417.5,10,10,5,0.119,0.014,2.524,SHALE
620185,7780025,417.5,10,10,5,0.127,0.013,2.505,WASTE
620195,7780025,417.5,10,10,5,0.056,0.009,2.499,WASTE
620005,7780035,417.5,10,10,5,0.062,0.032,2.542,SHALE
620015,7780035,417.5,10,10,5,0.140,0.029,2.468,WASTE
620025,7780035,417.5,10,10,5,0.853,0.046,2.653,WASTE
620035,7780035,417.5,10,10,5,0.377,0.030,2.586,SHALE
620045,7780035,417.5,10,10,5,0.725,0.036,2.592,SHALE
620055,7780035,417.5,10,10,5,1.104,0.048,2.513,BIF
620065,7780035,417.5,10,10,5,0.417,0.096,2.613,SHALE
620075,7780035,417.5,10,10,5,0.628,0.080,2.636,SHALE
620085,7780035,417.5,10,10,5,0.651,0.120,2.684,WASTE
620095,7780035,417.5,10,10,5,1.293,0.052,2.531,BIF
620105,7780035,417.5,10,10,5,0.734,0.113,2.696,SHALE
620115,7780035,417.5,10,10,5,0.654,0.055,2.660,SHALE
620125,7780035,417.5,10,10,5,0.639,0.022,2.608,WASTE
620135,7780035,417.5,10,10,5,0.484,0.028,2.613,WASTE
620145,7780035,417.5,10,10,5,0.676,0.024,2.606,SHALE
620155,7780035,417.5,10,10,5,0.119,0.076,2.430,SHALE
620165,7780035,417.5,10,10,5,0.260,0.041,2.592,WASTE
620175,7780035,417.5,10,10,5,0.225,0.031,2.515,SHALE
620185,7780035,417.5,10,10,5,0.127,0.013,2.599,WASTE
620195,7780035,417.5,10,10,5,0.125,0.042,2.543,WASTE
620005,7780045,417.5,10,10,5,0.238,0.018,2.548,WASTE
620015,7780045,417.5,10,10,5,0.233,0.015,2.494,WASTE
620025,7780045,417.5,10,10,5,1.023,0.027,2.577,BIF
620035,7780045,417.5,10,10,5,1.699,0.031,2.549,BIF
620045,7780045,417.5,10,10,5,1.210,0.122,2.587,BIF
620055,7780045,417.5,10,10,5,0.744,0.105,2.670,WASTE
620065,7780045,417.5,10,10,5,1.397,0.062,2.736,BIF
620075,7780045,417.5,10,10,5,1.700,0.116,2.697,BIF
620085,7780045,417.5,10,10,5,0.784,0.085,2.666,WASTE
620095,7780045,417.5,10,10,5,1.421,0.140,2.699,BIF
620105,7780045,417.5,10,10,5,0.521,0.073,2.620,WASTE
620115,7780045,417.5,10,10,5,1.452,0.145,2.659,BIF
620125,7780045,417.5,10,10,5,1.048,0.132,2.680,BIF
620135,7780045,417.5,10,10,5,1.739,0.043,2.595,BIF
620145,7780045,417.5,10,10,5,1.128,0.061,2.627,BIF
620155,7780045,417.5,10,10,5,0.321,0.037,2.583,SHALE
620165,7780045,417.5,10,10,5,0.320,0.021,2.542,SHALE
620175,7780045,417.5,10,10,5,0.329,0.014,2.547,SHALE
620185,7780045,417.5,10,10,5,0.251,0.025,2.511,SHALE
620195,7780045,417.5,10,10,5,0.096,0.012,2.544,SHALE
620005,7780055,417.5,10,10,5,0.204,0.026,2.502,WASTE
620015,7780055,417.5,10,10,5,0.759,0.034,2.604,SHALE
620025,7780055,417.5,10,10,5,0.340,0.096,2.606,WASTE
620035,7780055,417.5,10,10,5,0.478,0.049,2.598,SHALE
620045,7780055,417.5,10,10,5,0.592,0.125,2.656,SHALE
620055,7780055,417.5,10,10,5,1.469,0.270,2.642,BIF
620065,7780055,417.5,10,10,5,1.938,0.178,2.673,BIF
620075,7780055,417.5,10,10,5,1.984,0.220,2.675,BIF
620085,7780055,417.5,10,10,5,-9999,0.394,2.650,BIF
620095,7780055,417.5,10,10,5,2.609,0.470,2.700,BIF
620105,7780055,417.5,10,10,5,2.294,0.324,2.619,BIF
620115,7780055,417.5,10,10,5,1.135,0.152,2.640,BIF
620125,7780055,417.5,10,10,5,1.502,0.252,2.673,BIF
620135,7780055,417.5,10,10,5,1.346,0.145,2.661,BIF
620145,7780055,417.5,10,10,5,2.062,0.064,2.594,BIF
620155,7780055,417.5,10,10,5,0.689,0.037,2.633,WASTE
620165,7780055,417.5,10,10,5,0.534,0.116,2.596,WASTE
620175,7780055,417.5,10,10,5,0.537,0.022,2.486,WASTE
620185,7780055,417.5,10,10,5,0.278,0.031,2.587,WASTE
620195,7780055,417.5,10,10,5,0.095,0.022,2.591,SHALE
620005,7780065,417.5,10,10,5,0.557,0.025,2.550,SHALE
620015,7780065,417.5,10,10,5,0.580,0.028,2.619,SHALE
620025,7780065,417.5,10,10,5,1.062,0.071,2.613,BIF
620035,7780065,417.5,10,10,5,0.797,0.078,2.674,WASTE
620045,7780065,417.5,10,10,5,3.387,0.261,2.747,BIF
620055,7780065,417.5,10,10,5,2.933,0.462,2.768,BIF
620065,7780065,417.5,10,10,5,1.539,0.478,2.826,BIF
620075,7780065,417.5,10,10,5,3.502,0.439,2.711,BIF
620085,7780065,417.5,10,10,5,5.626,0.420,2.820,BIF
620095,7780065,417.5,10,10,5,6.349,0.470,2.721,BIF
620105,7780065,417.5,10,10,5,1.794,0.536,2.826,BIF
620115,7780065,417.5,10,10,5,3.733,0.470,2.757,BIF
620125,7780065,417.5,10,10,5,2.431,0.152,2.682,BIF
620135,7780065,417.5,10,10,5,1.003,0.169,2.622,BIF
620145,7780065,417.5,10,10,5,0.972,0.207,2.606,WASTE
620155,7780065,417.5,10,10,5,1.130,0.095,2.567,BIF
620165,7780065,417.5,10,10,5,0.508,0.083,2.604,SHALE
620175,7780065,417.5,10,10,5,1.011,0.087,2.589,BIF
620185,7780065,417.5,10,10,5,0.316,0.032,2.596,WASTE
620195,7780065,417.5,10,10,5,0.176,0.020,2.558,SHALE
620005,7780075,417.5,10,10,5,0.271,0.026,2.601,SHALE
620015,7780075,417.5,10,10,5,0.950,0.030,2.596,WASTE
620025,7780075,417.5,10,10,5,0.723,0.089,2.658,WASTE
620035,7780075,417.5,10,10,5,1.407,0.060,2.587,BIF
620045,7780075,417.5,10,10,5,1.546,0.171,2.725,BIF
620055,7780075,417.5,10,10,5,3.326,0.160,2.647,BIF
620065,7780075,417.5,10,10,5,2.795,0.188,2.858,BIF
620075,7780075,417.5,10,10,5,3.673,0.825,2.768,BIF
620085,7780075,417.5,10,10,5,6.800,0.377,2.895,BIF
620095,7780075,417.5,10,10,5,4.953,0.550,2.781,BIF
620105,7780075,417.5,10,10,5,3.524,0.609,2.811,BIF
620115,7780075,417.5,10,10,5,2.399,0.685,2.818,BIF
620125,7780075,417.5,10,10,5,4.368,0.656,2.785,BIF
620135,7780075,417.5,10,10,5,-9999,0.193,2.759,BIF
620145,7780075,417.5,10,10,5,1.543,0.279,2.716,BIF
620155,7780075,417.5,10,10,5,0.980,0.227,2.641,SHALE
620165,7780075,417.5,10,10,5,2.925,0.155,2.593,BIF
620175,7780075,417.5,10,10,5,1.012,0.044,2.541,BIF
620185,7780075,417.5,10,10,5,0.522,0.162,2.621,SHALE
620195,7780075,417.5,10,10,5,0.324,0.039,2.535,WASTE
620005,7780085,417.5,10,10,5,0.477,0.038,2.609,WASTE
620015,7780085,417.5,10,10,5,1.626,0.073,2.591,BIF
620025,7780085,417.5,10,10,5,0.813,0.276,2.721,SHALE
620035,7780085,417.5,10,10,5,2.057,0.130,2.728,BIF
620045,7780085,417.5,10,10,5,1.063,0.354,2.721,BIF
620055,7780085,417.5,10,10,5,2.317,0.156,2.823,BIF
620065,7780085,417.5,10,10,5,3.861,0.707,2.752,BIF
620075,7780085,417.5,10,10,5,3.003,0.799,2.893,BIF
620085,7780085,417.5,10,10,5,4.878,0.653,2.911,BIF
620095,7780085,417.5,10,10,5,1.496,1.209,2.908,BIF
620105,7780085,417.5,10,10,5,5.545,0.537,2.914,BIF
620115,7780085,417.5,10,10,5,4.613,1.349,2.854,BIF
620125,7780085,417.5,10,10,5,2.790,0.793,2.811,BIF
620135,7780085,417.5,10,10,5,2.236,0.291,2.818,BIF
620145,7780085,417.5,10,10,5,2.789,0.481,2.788,BIF
620155,7780085,417.5,10,10,5,2.263,0.348,2.687,BIF
620165,7780085,417.5,10,10,5,1.247,0.291,2.648,BIF
620175,7780085,417.5,10,10,5,0.858,0.057,2.642,WASTE
620185,7780085,417.5,10,10,5,0.470,0.058,2.566,WASTE
620195,7780085,417.5,10,10,5,0.384,0.052,2.556,WASTE
620005,7780095,417.5,10,10,5,0.469,0.024,2.596,WASTE
620015,7780095,417.5,10,10,5,0.959,0.027,2.695,SHALE
620025,7780095,417.5,10,10,5,1.990,0.103,2.669,BIF
620035,7780095,417.5,10,10,5,2.290,0.637,2.723,BIF
620045,7780095,417.5,10,10,5,2.601,0.174,2.826,BIF
620055,7780095,417.5,10,10,5,3.164,0.259,2.742,BIF
620065,7780095,417.5,10,10,5,2.191,0.355,2.880,BIF
620075,7780095,417.5,10,10,5,3.258,1.666,2.803,BIF
620085,7780095,417.5,10,10,5,6.045,0.813,3.048,BIF
620095,7780095,417.5,10,10,5,5.308,1.170,2.910,BIF
620105,7780095,417.5,10,10,5,2.739,0.748,2.959,BIF
620115,7780095,417.5,10,10,5,7.565,0.736,2.882,BIF
620125,7780095,417.5,10,10,5,4.233,0.923,2.921,BIF
620135,7780095,417.5,10,10,5,3.452,0.321,2.834,BIF
620145,7780095,417.5,10,10,5,1.230,0.326,2.634,BIF
620155,7780095,417.5,10,10,5,1.093,0.275,2.655,BIF
620165,7780095,417.5,10,10,5,0.863,0.055,2.608,WASTE
620175,7780095,417.5,10,10,5,1.514,0.050,2.522,BIF
620185,7780095,417.5,10,10,5,0.782,0.030,2.626,SHALE
620195,7780095,417.5,10,10,5,0.452,0.018,2.585,WASTE
620005,7780105,417.5,10,10,5,0.732,0.074,2.688,SHALE
620015,7780105,417.5,10,10,5,0.737,0.154,2.642,SHALE
620025,7780105,417.5,10,10,5,0.837,0.094,2.615,SHALE
620035,7780105,417.5,10,10,5,2.668,0.199,2.631,BIF
620045,7780105,417.5,10,10,5,6.176,0.352,2.841,BIF
620055,7780105,417.5,10,10,5,3.295,0.685,2.875,BIF
620065,7780105,417.5,10,10,5,5.090,0.621,2.906,BIF
620075,7780105,417.5,10,10,5,5.623,1.052,2.904,BIF
620085,7780105,417.5,10,10,5,5.744,0.818,2.998,BIF
620095,7780105,417.5,10,10,5,3.430,0.772,2.997,BIF
620105,7780105,417.5,10,10,5,7.911,1.166,2.964,BIF
620115,7780105,417.5,10,10,5,5.952,0.615,2.930,BIF
620125,7780105,417.5,10,10,5,3.807,0.421,3.011,BIF
620135,7780105,417.5,10,10,5,-9999,0.323,2.844,BIF
620145,7780105,417.5,10,10,5,3.528,0.309,2.763,BIF
620155,7780105,417.5,10,10,5,3.356,0.264,2.688,BIF
620165,7780105,417.5,10,10,5,2.343,0.099,2.619,BIF
620175,7780105,417.5,10,10,5,0.651,0.170,2.611,SHALE
620185,7780105,417.5,10,10,5,0.435,0.038,2.548,WASTE
620195,7780105,417.5,10,10,5,-9999,0.030,2.490,SHALE
620005,7780115,417.5,10,10,5,0.637,0.078,2.513,WASTE
620015,7780115,417.5,10,10,5,0.849,0.206,2.576,WASTE
620025,7780115,417.5,10,10,5,1.755,0.164,2.555,BIF
620035,7780115,417.5,10,10,5,1.562,0.163,2.706,BIF
620045,7780115,417.5,10,10,5,3.498,0.251,2.790,BIF
620055,7780115,417.5,10,10,5,4.321,1.558,2.865,BIF
620065,7780115,417.5,10,10,5,4.020,0.667,2.976,BIF
620075,7780115,417.5,10,10,5,4.245,0.710,2.972,BIF
620085,7780115,417.5,10,10,5,5.717,1.398,2.985,BIF
620095,7780115,417.5,10,10,5,2.836,1.174,3.015,BIF
620105,7780115,417.5,10,10,5,7.623,0.704,3.058,BIF
620115,7780115,417.5,10,10,5,8.737,1.499,2.990,BIF
620125,7780115,417.5,10,10,5,1.880,0.540,2.901,BIF
620135,7780115,417.5,10,10,5,1.483,0.782,2.757,BIF
620145,7780115,417.5,10,10,5,7.327,0.422,2.748,BIF
620155,7780115,417.5,10,10,5,1.905,0.233,2.702,BIF
620165,7780115,417.5,10,10,5,0.965,0.099,2.638,WASTE
620175,7780115,417.5,10,10,5,1.081,0.075,2.564,BIF
620185,7780115,417.5,10,10,5,0.513,0.037,2.580,WASTE
620195,7780115,417.5,10,10,5,0.666,0.018,2.581,WASTE
620005,7780125,417.5,10,10,5,0.537,0.032,2.612,SHALE
620015,7780125,417.5,10,10,5,1.811,0.137,2.594,BIF
620025,7780125,417.5,10,10,5,1.689,0.106,2.601,BIF
620035,7780125,417.5,10,10,5,3.327,0.129,2.712,BIF
620045,7780125,417.5,10,10,5,2.163,0.435,2.828,BIF
620055,7780125,417.5,10,10,5,4.015,0.456,2.878,BIF
620065,7780125,417.5,10,10,5,5.782,0.914,2.933,BIF
620075,7780125,417.5,10,10,5,6.939,0.571,2.943,BIF
620085,7780125,417.5,10,10,5,8.040,3.329,2.992,BIF
620095,7780125,417.5,10,10,5,4.987,0.646,2.948,BIF
620105,7780125,417.5,10,10,5,7.153,1.494,2.982,BIF
620115,7780125,417.5,10,10,5,5.792,2.092,2.905,BIF
620125,7780125,417.5,10,10,5,4.991,0.583,2.941,BIF
620135,7780125,417.5,10,10,5,3.958,1.049,2.807,BIF
620145,7780125,417.5,10,10,5,-9999,0.264,2.828,BIF
620155,7780125,417.5,10,10,5,1.449,0.187,2.649,BIF
620165,7780125,417.5,10,10,5,0.903,0.314,2.612,WASTE
620175,7780125,417.5,10,10,5,1.068,0.073,2.578,BIF
620185,7780125,417.5,10,10,5,0.563,0.084,2.584,SHALE
620195,7780125,417.5,10,10,5,0.167,0.098,2.675,SHALE
620005,7780135,417.5,10,10,5,0.464,0.013,2.625,SHALE
620015,7780135,417.5,10,10,5,0.511,0.099,2.634,SHALE
620025,7780135,417.5,10,10,5,1.367,0.102,2.712,BIF
620035,7780135,417.5,10,10,5,2.656,0.283,2.661,BIF
620045,7780135,417.5,10,10,5,3.713,0.663,2.729,BIF
620055,7780135,417.5,10,10,5,2.865,1.017,2.806,BIF
620065,7780135,417.5,10,10,5,2.686,0.476,2.879,BIF
620075,7780135,417.5,10,10,5,2.723,0.572,2.843,BIF
620085,7780135,417.5,10,10,5,-9999,0.794,2.843,BIF
620095,7780135,417.5,10,10,5,4.318,1.028,2.901,BIF
620105,7780135,417.5,10,10,5,4.341,2.092,2.933,BIF
620115,7780135,417.5,10,10,5,2.305,1.513,2.891,BIF
620125,7780135,417.5,10,10,5,3.477,0.722,2.870,BIF
620135,7780135,417.5,10,10,5,5.572,0.530,2.763,BIF
620145,7780135,417.5,10,10,5,4.888,0.221,2.763,BIF
620155,7780135,417.5,10,10,5,1.983,0.148,2.669,BIF
620165,7780135,417.5,10,10,5,2.407,0.110,2.607,BIF
620175,7780135,417.5,10,10,5,1.143,0.136,2.615,BIF
620185,7780135,417.5,10,10,5,0.572,0.036,2.612,SHALE
620195,7780135,417.5,10,10,5,0.206,0.051,2.591,WASTE
620005,7780145,417.5,10,10,5,0.519,0.082,2.590,WASTE
620015,7780145,417.5,10,10,5,0.727,0.129,2.602,WASTE
620025,7780145,417.5,10,10,5,0.740,0.187,2.637,SHALE
620035,7780145,417.5,10,10,5,1.238,0.231,2.550,BIF
620045,7780145,417.5,10,10,5,1.395,0.188,2.760,BIF
620055,7780145,417.5,10,10,5,2.784,0.271,2.753,BIF
620065,7780145,417.5,10,10,5,3.331,0.365,2.848,BIF
620075,7780145,417.5,10,10,5,2.950,0.340,2.881,BIF
620085,7780145,417.5,10,10,5,7.800,1.037,2.898,BIF
620095,7780145,417.5,10,10,5,5.182,0.850,2.855,BIF
620105,7780145,417.5,10,10,5,4.453,1.075,2.899,BIF
620115,7780145,417.5,10,10,5,-9999,0.523,2.910,BIF
620125,7780145,417.5,10,10,5,4.534,0.615,2.851,BIF
620135,7780145,417.5,10,10,5,2.177,0.423,2.779,BIF
620145,7780145,417.5,10,10,5,2.549,0.154,2.787,BIF
620155,7780145,417.5,10,10,5,1.142,0.380,2.652,BIF
620165,7780145,417.5,10,10,5,2.187,0.105,2.617,BIF
620175,7780145,417.5,10,10,5,0.694,0.063,2.672,WASTE
620185,7780145,417.5,10,10,5,0.579,0.025,2.492,WASTE
620195,7780145,417.5,10,10,5,0.351,0.019,2.594,WASTE
620005,7780155,417.5,10,10,5,0.519,0.022,2.588,WASTE
620015,7780155,417.5,10,10,5,0.566,0.143,2.531,SHALE
620025,7780155,417.5,10,10,5,1.532,0.089,2.582,BIF
620035,7780155,417.5,10,10,5,2.070,0.163,2.712,BIF
620045,7780155,417.5,10,10,5,2.258,0.168,2.605,BIF
620055,7780155,417.5,10,10,5,4.430,0.332,2.753,BIF
620065,7780155,417.5,10,10,5,3.781,0.225,2.709,BIF
620075,7780155,417.5,10,10,5,2.874,0.627,2.685,BIF
620085,7780155,417.5,10,10,5,3.406,0.618,2.798,BIF
620095,7780155,417.5,10,10,5,3.231,0.704,2.887,BIF
620105,7780155,417.5,10,10,5,7.955,0.834,2.795,BIF
620115,7780155,417.5,10,10,5,2.900,0.208,2.737,BIF
620125,7780155,417.5,10,10,5,4.066,0.345,2.799,BIF
620135,7780155,417.5,10,10,5,1.337,0.306,2.827,BIF
620145,7780155,417.5,10,10,5,0.969,0.410,2.724,WASTE
620155,7780155,417.5,10,10,5,1.262,0.140,2.682,BIF
620165,7780155,417.5,10,10,5,0.957,0.055,2.645,SHALE
620175,7780155,417.5,10,10,5,0.692,0.096,2.618,SHALE
620185,7780155,417.5,10,10,5,0.396,0.067,2.515,WASTE
620195,7780155,417.5,10,10,5,0.471,0.059,2.538,WASTE
620005,7780165,417.5,10,10,5,0.416,0.082,2.535,WASTE
620015,7780165,417.5,10,10,5,0.271,0.084,2.571,SHALE
620025,7780165,417.5,10,10,5,1.345,0.105,2.617,BIF
620035,7780165,417.5,10,10,5,0.978,0.144,2.671,WASTE
620045,7780165,417.5,10,10,5,2.313,0.105,2.689,BIF
620055,7780165,417.5,10,10,5,1.540,0.378,2.720,BIF
620065,7780165,417.5,10,10,5,3.765,0.172,2.712,BIF
620075,7780165,417.5,10,10,5,-9999,0.294,2.710,BIF
620085,7780165,417.5,10,10,5,2.271,0.645,2.759,BIF
620095,7780165,417.5,10,10,5,1.753,0.181,2.787,BIF
620105,7780165,417.5,10,10,5,3.510,0.451,2.744,BIF
620115,7780165,417.5,10,10,5,2.784,0.440,2.821,BIF
620125,7780165,417.5,10,10,5,2.649,0.567,2.754,BIF
620135,7780165,417.5,10,10,5,2.272,0.343,2.671,BIF
620145,7780165,417.5,10,10,5,0.678,0.090,2.659,SHALE
620155,7780165,417.5,10,10,5,1.109,0.088,2.581,BIF
620165,7780165,417.5,10,10,5,0.734,0.034,2.569,WASTE
620175,7780165,417.5,10,10,5,0.245,0.019,2.605,SHALE
620185,7780165,417.5,10,10,5,0.190,0.032,2.562,SHALE
620195,7780165,417.5,10,10,5,0.232,0.029,2.580,SHALE
620005,7780175,417.5,10,10,5,0.294,0.011,2.541,SHALE
620015,7780175,417.5,10,10,5,0.575,0.015,2.569,SHALE
620025,7780175,417.5,10,10,5,0.758,0.062,2.574,WASTE
620035,7780175,417.5,10,10,5,0.638,0.190,2.577,SHALE
620045,7780175,417.5,10,10,5,0.842,0.079,2.561,WASTE
620055,7780175,417.5,10,10,5,1.336,0.160,2.663,BIF
620065,7780175,417.5,10,10,5,1.169,0.178,2.703,BIF
620075,7780175,417.5,10,10,5,1.644,0.259,2.679,BIF
620085,7780175,417.5,10,10,5,3.114,0.215,2.661,BIF
620095,7780175,417.5,10,10,5,2.492,0.426,2.751,BIF
620105,7780175,417.5,10,10,5,5.579,0.258,2.671,BIF
620115,7780175,417.5,10,10,5,1.999,0.134,2.674,BIF
620125,7780175,417.5,10,10,5,0.956,0.183,2.670,WASTE
620135,7780175,417.5,10,10,5,0.488,0.204,2.682,SHALE
620145,7780175,417.5,10,10,5,0.951,0.093,2.634,SHALE
620155,7780175,417.5,10,10,5,0.562,0.144,2.629,WASTE
620165,7780175,417.5,10,10,5,0.637,0.072,2.606,WASTE
620175,7780175,417.5,10,10,5,0.294,0.074,2.603,SHALE
620185,7780175,417.5,10,10,5,0.452,0.020,2.613,SHALE
620195,7780175,417.5,10,10,5,0.137,0.028,2.550,WASTE
620005,7780185,417.5,10,10,5,0.149,0.024,2.556,SHALE
620015,7780185,417.5,10,10,5,0.373,0.026,2.513,SHALE
620025,7780185,417.5,10,10,5,0.439,0.050,2.671,WASTE
620035,7780185,417.5,10,10,5,0.786,0.021,2.504,WASTE
620045,7780185,417.5,10,10,5,1.233,0.161,2.660,BIF
620055,7780185,417.5,10,10,5,1.658,0.266,2.616,BIF
620065,7780185,417.5,10,10,5,0.821,0.092,2.671,SHALE
620075,7780185,417.5,10,10,5,2.846,0.065,2.697,BIF
620085,7780185,417.5,10,10,5,1.451,0.105,2.579,BIF
620095,7780185,417.5,10,10,5,3.141,0.173,2.663,BIF
620105,7780185,417.5,10,10,5,1.280,0.157,2.646,BIF
620115,7780185,417.5,10,10,5,0.394,0.140,2.674,SHALE
620125,7780185,417.5,10,10,5,2.066,0.061,2.632,BIF
620135,7780185,417.5,10,10,5,0.910,0.105,2.687,WASTE
620145,7780185,417.5,10,10,5,0.371,0.070,2.538,WASTE
620155,7780185,417.5,10,10,5,1.830,0.065,2.548,BIF
620165,7780185,417.5,10,10,5,0.245,0.080,2.606,WASTE
620175,7780185,417.5,10,10,5,0.332,0.033,2.596,WASTE
620185,7780185,417.5,10,10,5,0.225,0.023,2.526,SHALE
620195,7780185,417.5,10,10,5,0.123,0.025,2.534,SHALE
620005,7780195,417.5,10,10,5,0.348,0.012,2.610,WASTE
620015,7780195,417.5,10,10,5,0.504,0.084,2.551,SHALE
620025,7780195,417.5,10,10,5,0.331,0.020,2.556,WASTE
620035,7780195,417.5,10,10,5,0.891,0.032,2.554,SHALE
620045,7780195,417.5,10,10,5,0.344,0.038,2.558,SHALE
620055,7780195,417.5,10,10,5,0.687,0.118,2.596,WASTE
620065,7780195,417.5,10,10,5,0.451,0.108,2.651,WASTE
620075,7780195,417.5,10,10,5,0.847,0.058,2.558,WASTE
620085,7780195,417.5,10,10,5,0.496,0.069,2.593,SHALE
620095,7780195,417.5,10,10,5,1.043,0.170,2.690,BIF
620105,7780195,417.5,10,10,5,1.280,0.092,2.648,BIF
620115,7780195,417.5,10,10,5,0.770,0.065,2.715,SHALE
620125,7780195,417.5,10,10,5,0.618,0.078,2.713,WASTE
620135,7780195,417.5,10,10,5,1.094,0.057,2.664,BIF
620145,7780195,417.5,10,10,5,0.395,0.042,2.509,WASTE
620155,7780195,417.5,10,10,5,0.431,0.021,2.606,WASTE
620165,7780195,417.5,10,10,5,0.500,0.025,2.533,SHALE
620175,7780195,417.5,10,10,5,0.105,0.035,2.525,WASTE
620185,7780195,417.5,10,10,5,0.169,0.017,2.570,WASTE
620195,7780195,417.5,10,10,5,0.121,0.012,2.514,SHALE
620005,7780005,422.5,10,10,5,0.084,0.027,2.566,SHALE
620015,7780005,422.5,10,10,5,0.088,0.014,2.612,SHALE
620025,7780005,422.5,10,10,5,0.149,0.019,2.658,WASTE
620035,7780005,422.5,10,10,5,0.199,0.067,2.555,WASTE
620045,7780005,422.5,10,10,5,0.121,0.022,2.490,SHALE
620055,7780005,422.5,10,10,5,0.137,0.015,2.544,SHALE
620065,7780005,422.5,10,10,5,0.247,0.034,2.654,SHALE
620075,7780005,422.5,10,10,5,0.277,0.050,2.614,SHALE
620085,7780005,422.5,10,10,5,0.210,0.017,2.474,SHALE
620095,7780005,422.5,10,10,5,0.185,0.018,2.613,SHALE
620105,7780005,422.5,10,10,5,0.185,0.012,2.592,SHALE
620115,7780005,422.5,10,10,5,0.274,0.014,2.505,WASTE
620125,7780005,422.5,10,10,5,0.162,0.010,2.505,SHALE
620135,7780005,422.5,10,10,5,-9999,0.040,2.583,SHALE
620145,7780005,422.5,10,10,5,0.085,0.022,2.634,WASTE
620155,7780005,422.5,10,10,5,0.062,0.035,2.580,WASTE
620165,7780005,422.5,10,10,5,0.083,0.027,2.635,WASTE
620175,7780005,422.5,10,10,5,0.086,0.026,2.538,SHALE
620185,7780005,422.5,10,10,5,0.149,0.029,2.492,WASTE
620195,7780005,422.5,10,10,5,0.026,0.023,2.506,SHALE
620005,7780015,422.5,10,10,5,0.113,0.014,2.566,WASTE
620015,7780015,422.5,10,10,5,0.129,0.041,2.581,WASTE
620025,7780015,422.5,10,10,5,0.118,0.011,2.622,WASTE
620035,7780015,422.5,10,10,5,0.102,0.021,2.569,WASTE
620045,7780015,422.5,10,10,5,0.173,0.017,2.574,WASTE
620055,7780015,422.5,10,10,5,0.294,0.041,2.617,WASTE
620065,7780015,422.5,10,10,5,-9999,0.015,2.578,SHALE
620075,7780015,422.5,10,10,5,0.230,0.026,2.656,SHALE
620085,7780015,422.5,10,10,5,0.424,0.061,2.596,WASTE
620095,7780015,422.5,10,10,5,0.139,0.069,2.611,SHALE
620105,7780015,422.5,10,10,5,0.301,0.037,2.547,WASTE
620115,7780015,422.5,10,10,5,0.396,0.039,2.592,WASTE
620125,7780015,422.5,10,10,5,0.386,0.028,2.548,WASTE
620135,7780015,422.5,10,10,5,0.437,0.026,2.562,SHALE
620145,7780015,422.5,10,10,5,0.143,0.029,2.659,SHALE
620155,7780015,422.5,10,10,5,0.330,0.021,2.592,SHALE
620165,7780015,422.5,10,10,5,0.141,0.052,2.500,SHALE
620175,7780015,422.5,10,10,5,0.078,0.012,2.533,WASTE
620185,7780015,422.5,10,10,5,0.075,0.056,2.576,SHALE
